citation_id,source_label,application_type,application_decision,decision_basis,matched_regex_or_rule,matched_text,evidence_excerpt,reference_acceptance,reference_acceptance_matched_rule,reference_acceptance_matched_text
[138],"United States - King County, Washington - How to compost right",Shopping/produce bags,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,\b(produce\s*bag|fruit\s*(and|&|/)\s*vegetable\s*bag|vegetable\s*bag|carrier\s*bag|shopping\s*bag|checkout\s*bag|very\s*lightweight\s*plastic\s*bag|retail\s*bag|sacchetti\s+per\s+frutta\s+e\s+verdura|shopper)s?\b,produce bags,"food into your compost bin. Clean and dry the container for recycling. If you can’t clean the container, then put it in the garbage. Plastic produce bags are not recyclable at home, but you can recycle them at store drop-offs. Find a nearby drop-off . If you're not sure what to compost: When",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?","line the container with a certified compostable bag, paper bag"
[139],"United States - Portland, Oregon - Compost – what goes in the bin",Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,green bag,", a wedge of cheese, a pizza slice with a bite out of it, shrimp, salad with cucumbers and tomato, macaroni and cheese, chicken bones, and a green bag with a BPI logo filled with food scraps. All food is allowed Meat, poultry, fish, shellfish, eggs, cheese, dairy, bread, baked goods, past",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not allowed view full size image of red line over images of a ""compostable"" clear plastic drink cup with green markings, a red paper soda cup"
[139],"United States - Portland, Oregon - Compost – what goes in the bin",Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bag,"ers and renewable energy. Food View full size image of Photos of: a banana peel, toast, egg shells, coffee grounds in a paper filer, a paper tea bag, a wedge of cheese, a pizza slice with a bite out of it, shrimp, salad with cucumbers and tomato, macaroni and cheese, chicken bones, and",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not allowed view full size image of red line over images of a ""compostable"" clear plastic drink cup with green markings, a red paper soda cup"
[139],"United States - Portland, Oregon - Compost – what goes in the bin",Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(food[- ]?soiled|soiled|greasy)\s+(paper|cardboard|fibre|fiber|napkin|paper\s*towel|pizza\s*box|paper\s*bag|food\s*wrapper|takeout\s*container)s?\b,food-soiled paper,"core is shown beside him. Home vs. Business: It’s different Residential curbside compost collection allows food and yard waste , as well as food-soiled paper and pizza boxes. Business compost collection is food only . Apartments or condos that offer compost service may be food only or may allow",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not allowed view full size image of red line over images of a ""compostable"" clear plastic drink cup with green markings, a red paper soda cup"
[139],"United States - Portland, Oregon - Compost – what goes in the bin",Flexible films/wraps/pouches,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(mailer|postal\s*bag|e[- ]?commerce\s*packaging|garment\s*bag|poly\s*bag|protective\s*film|stretch\s*film|shrink\s*film|wrapper|wrap|pouch|pouches|wikkels|films?|folien|buste)\w*\b.{0,160}\b(compostable|biodegradable|bioplastic|compostabil|biodegradabil|organic waste|compost|brown\s+bin|green\s+cart)","wrappers, drink cups, straws, or utensils. no “compostable” containers, packaging, or other items labeled ""compostable,"" ""biodegradable","ompostable"" plastic knife, and a white paper plate with ketchup and mustard on it. NO coffee cups, paper plates, take-out food containers or wrappers, drink cups, straws, or utensils. NO “compostable” containers, packaging, or other items labeled ""compostable,"" ""biodegradable,"" or ""made from plants.” Learn why . ( The only exception is BPI-certified compostable bags ). NO waxed paper, parchment paper or facial t",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not allowed view full size image of red line over images of a ""compostable"" clear plastic drink cup with green markings, a red paper soda cup"
[139],"United States - Portland, Oregon - Compost – what goes in the bin",Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*","certified compostable bags only. what's not allowed view full size image of red line over images of a ""compostable"" clear plastic","ood items Paper coffee filters Paper tea bags Allowed bin liners Homes: Paper, paper bag, or BPI-certified compostable bag . Businesses: BPI-certified compostable bags only. What’s NOT allowed View full size image of Red line over images of a ""compostable"" clear plastic drink cup with green markings, a red paper soda cup with clear plastic lid and red plastic straw, a black paper coffee cup with black plas",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not allowed view full size image of red line over images of a ""compostable"" clear plastic drink cup with green markings, a red paper soda cup"
[140],"United States - La Mesa, California - Organic Recycling - Residential",Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(can|may|must|should|accepted|allowed|permitted|collected|used|use)\b.{0,120}\b(compostable|biodegradable|paper|kraft)\s+(food[- ]?waste\s+)?(bag|liner|sack)s?\b.{0,120}\b(food[- ]?waste|organic\s*waste|organics?|biowaste|green\s*cart|green\s*bin|brown\s*bin|caddy)\b","use any kind of plastic bags (including certified compostable or biodegradable bags) for any type of green waste, food waste, or other organics","Christmas trees (NO flocked trees) food scraps food-soiled paper Place recyclable organics directly into your designated green cart. Do not use any kind of plastic bags (including certified compostable or biodegradable bags) for any type of green waste, food waste, or other organics collection or disposal, as they contaminate the Anaerobic Digester! All organic material must be placed loosely inside the green cart for c",No clear organics route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b","not use any kind of plastic bags (including certified compostable or biodegradable bags) for any type of green waste, food waste, or other organics collection"
[140],"United States - La Mesa, California - Organic Recycling - Residential",Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bags,"placed in your green organics cart. Food Scraps Fruit, vegetables, meat, bones, dairy, eggshells, prepared food Food-Soiled Paper Napkins, tea bags, paper plates, coffee filters Yard Waste Plants, leaves, branches, grass What Can You do Now? In the United States alone, a shocking 40% of",No clear organics route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b","not use any kind of plastic bags (including certified compostable or biodegradable bags) for any type of green waste, food waste, or other organics collection"
[140],"United States - La Mesa, California - Organic Recycling - Residential",Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(food[- ]?soiled|soiled|greasy)\s+(paper|cardboard|fibre|fiber|napkin|paper\s*towel|pizza\s*box|paper\s*bag|food\s*wrapper|takeout\s*container)s?\b,food-soiled paper,s palm fronds ice plant (in small amounts only due to weight) ivy flowers Halloween pumpkins Christmas trees (NO flocked trees) food scraps food-soiled paper Place recyclable organics directly into your designated green cart. Do not use any kind of plastic bags (including certified compostable or,No clear organics route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b","not use any kind of plastic bags (including certified compostable or biodegradable bags) for any type of green waste, food waste, or other organics collection"
[141],United States - South San Francisco / San Mateo County service area - Residential Organics,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bags,"rs & Plate Scrapings Fruit/Vegetable Peels, Pits, Seeds, Stems & Cores Meat & Bones Egg Shells Coffee Grounds & Paper Filters Natural Cork & Tea Bags (no plastic/polyester) Bread, Rice, Pasta & Cereal Food-Soiled Paper Plates, Cups & Towels Wet Paper Towels Cool & Solidified Fat/Oil/Grea",Rejected,"\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)\w*\b.{0,200}\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b",compostable” plastic bags are prohibited
[141],United States - South San Francisco / San Mateo County service area - Residential Organics,Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(food[- ]?soiled|soiled|greasy)\s+(paper|cardboard|fibre|fiber|napkin|paper\s*towel|pizza\s*box|paper\s*bag|food\s*wrapper|takeout\s*container)s?\b,food-soiled paper,"andfills. The bill aims to feed hungry people and to reduce greenhouse gas emissions. It requires the separation of organic waste like food, food-soiled paper, yard trimmings, paper, and cardboard from garbage. It applies to everyone, everywhere in California: at home, work, school, parks, venues",Rejected,"\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)\w*\b.{0,200}\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b",compostable” plastic bags are prohibited
[141],United States - South San Francisco / San Mateo County service area - Residential Organics,Flexible films/wraps/pouches,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(mailer|postal\s*bag|e[- ]?commerce\s*packaging|garment\s*bag|poly\s*bag|protective\s*film|stretch\s*film|shrink\s*film|wrapper|wrap|pouch|pouches|wikkels|films?|folien|buste)\w*\b.{0,160}\b(compostable|biodegradable|bioplastic|compostabil|biodegradabil|organic waste|compost|brown\s+bin|green\s+cart)",wrapped scraps and place in your green cart,"meals). These can be filled with food scraps, closed, and the full box placed in your green organics cart. You can even freeze the boxed or wrapped scraps and place in your green cart the night before collection. This really keeps mess to a minimum. Inside your green organics cart, cover layers of food scraps with pizza",Rejected,"\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)\w*\b.{0,200}\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b",compostable” plastic bags are prohibited
[141],United States - South San Francisco / San Mateo County service area - Residential Organics,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*","compostable” plastic bags are prohibited. all, materials","ong in the grey cart), and yard trimmings (leaves, flowers, weeds, cut grass and small branches). Paper liner bags may be used but “bio” or “compostable” plastic bags are prohibited. All, materials collected from green carts will undergo anaerobic digestion at our Biogenic CNG Facility . The digestion process creates fuel for our coll",Rejected,"\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)\w*\b.{0,200}\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b",compostable” plastic bags are prohibited
[142],United Kingdom - Greater Manchester - The truth about compostable packaging,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(cup|plate|bowl|tray|container|cutlery|fork|spoon|knife|straw|lid|stoviglie|posate|bicchieri|piatti|contenitori|kahvimuki|kertak[äa]ytt[öo]astia|vaisselle|gobelets?|assiettes?|couverts?|vasos?|platos?|cubiertos?)\w*\b.{0,140}\b(compostable|biodegradable|compostabil|biodegradabil|organic|umido|compost|biohajoava|kompostoituva)","cups, straws and cutlery can go in the food and garden bin. unfortunately, the answer is no. no matter what's on the label, compostable or biodegradable","e range of more sustainable disposable items has sky rocketed. As a result, we are getting lots of people asking whether compostable coffee cups, straws and cutlery can go in the food and garden bin. Unfortunately, the answer is no. No matter what’s on the label, compostable or biodegradable cups, straws and plates can’t go in your food and garden bin. And here’s why. First of all, let’s clear something up. Biodegradable and com",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","can't go in your food and garden bin. and here's why. first of all, let's clear something up. biodegradable and compostable do not mean the same thing. the terms biodegradable and compostable"
[142],United Kingdom - Greater Manchester - The truth about compostable packaging,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",compostable packaging | the truth about compostable packaging | https://recycleforgreatermanchester.com/blog/the-truth-about-compostable-packaging,"United Kingdom - Greater Manchester - The truth about compostable packaging | The truth about compostable packaging | https://recycleforgreatermanchester.com/blog/the-truth-about-compostable-packaging/ BLE PACKAGING With the rise of people choosing to pass on plastic, the range of more sustainable disposable items has sky rocketed. As a r",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","can't go in your food and garden bin. and here's why. first of all, let's clear something up. biodegradable and compostable do not mean the same thing. the terms biodegradable and compostable"
[143],"Japan - Minamata City, Kumamoto Prefecture - Food-waste recycling / kitchen-garbage recycling page",Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.","(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)",生ごみの分別収集を開始しました。それまでの資源化率は20％程度でしたが、現在は40％前後で推移しております。 生ごみは、家庭から生分解性プラスチックの袋,ージへ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 日本語 生ごみリサイクルの推進及び食品ロスの削減に向けた取り組み 最終更新日： 2017年12月26日 1 本市における生ごみリサイクルの取り組みの経緯 水俣市では、平成14年12月に生ごみの分別収集を開始しました。それまでの資源化率は20％程度でしたが、現在は40％前後で推移しております。 生ごみは、家庭から生分解性プラスチックの袋に入れて出され、市が回収し、民間の堆肥工場で堆肥化しています。 2 生ごみ処理器キエーロの普及促進に向けた取り組み（無償貸与について） 水俣市では、生ごみの自家処理による排出量の抑制及び再資源化の推進を図るため、生ごみ処理器（キエーロ）の普及促進に取り組んでいます。 本年度のキ,Collection liners only,"(?:生ごみ|食品廃棄物).{0,140}(?:生分\w{0,8}解性\w{0,12}(?:プラスチック)?\w{0,8}袋|堆肥化可能\w*袋)",生ごみリサイクルの取り組みの経緯 水俣市では、平成14年12月に生ごみの分別収集を開始しました。それまでの資源化率は20％程度でしたが、現在は40％前後で推移しております。 生ごみは、家庭から生分解性プラスチックの袋
[144],"Japan - Zushi City, Kanagawa Prefecture - Zushi food-waste collection system-design PDF",Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.","(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)",生ごみ分別モデル事業」を実施しました。 モデル事業で収集した生ごみの 組成や有機物量等を分析した結果、生ごみ専用袋,けています。 また、家庭用生ごみ処理 容器等及び大型生ごみ処理機の購入費助成制度の充実や、焼却処理によらない効率的 かつ適正な生ごみ処理システムの実現に向けた検討により、 生ごみの減量化 ・ 資源化に 向けた取組を推進し、2012 年度（平成24 年度）には、 夏から冬にかけて延べ３か月間、 逗子ハイランド地区において「生ごみ分別モデル事業」を実施しました。 モデル事業で収集した生ごみの 組成や有機物量等を分析した結果、生ごみ専用袋で 分別排出された生ごみの分別精度 が高いことから、分別収集による生ごみの資源化処 理は十分可能であると考えられます。 また、生ごみ資源化施設を建設する際の処理方式 は、 マテリアル利用 （堆肥化） を中心として検討することが適切であると,Collection liners only,"(?:生ごみ|食品廃棄物).{0,140}(?:生分\w{0,8}解性\w{0,12}(?:プラスチック)?\w{0,8}袋|堆肥化可能\w*袋)",生ごみ 用指定ごみ袋は、「３リットル袋」、「10 リットル袋」の２種類を採用することが適当と 考えます。 また、 指定ごみ袋の形状については、 市民にとって取り扱いやすく運びやすい形状で ある「持ち手付き袋（レジ袋タイプ） 」を採用することが適当と考えます。 なお、 生分解性プラスチックのごみ袋
[148],Poland - Wrocław - Wrocław bio-waste sorting page,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,\b(sac[s]?\s+(compostable|biod[ée]gradable)|sacco\s+compostabile|sacchetti\s+compostabil\w*|bolsa\s+compostable|bolsas\s+compostables|sacos?\s+compost[áa]veis|kompostierbare?\w*\s+(beutel|t[üu]ten|biobeutel)|composteerbare?\w*\s+(zak|zakken|zakjes)|biozak\w*|bioposer|matavfallsp[åa]sar|bioavfallsp[åa]sar|bioj[äa]tepussi|vre[čc]ke|worki|s[áa][čc]ky)\b,worki,"j ważnej zasadzie – bioodpady powinniśmy umieszczać w pojemniku luzem i nie wyrzucać w torebkach lub workach foliowych. Nie sprawdzą się też worki biodegradowalne. Wyjątkiem są tylko te, które oznaczono symbolem do kompostowania. Fragmenty folii zanieczyszczają całą frakcję bio i mogą",Collection liners only,"wyj[ąa]tkiem\s+s[ąa]\s+tylko\s+te,?\s+kt[óo]re\s+oznaczono\s+symbolem\s+do\s+kompostowania","wyjątkiem są tylko te, które oznaczono symbolem do kompostowania"
[150],Greece - National / municipalities - Biowaste Guide for Municipalities,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,compostable bags,"a of “Kipoupoli” (serving 1,000 households). To all the participants, kitchen bins (10 l itres and 30 litres including free biodegradable / compostable bags) were distributed. The collected material is driven to composting facilities to produce high quality fertilizer (compost), which will then",No clear organics route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b",without vat) of bins to be used in the separate bio-waste collection
[150],Greece - National / municipalities - Biowaste Guide for Municipalities,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",biodegradable / compostable bags) were distributed. the collected material,"ystem to the area of “Kipoupoli” (serving 1,000 households). To all the participants, kitchen bins (10 l itres and 30 litres including free biodegradable / compostable bags) were distributed. The collected material is driven to composting facilities to produce high quality fertilizer (compost), which will then be used by the municipality and the citize",No clear organics route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b",without vat) of bins to be used in the separate bio-waste collection
[151],South Korea - Seoul - added municipal/authority operational source,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)","음식물류 폐기물 배출요령 ○ 흙 등 이물질과 물기 등 수분을 최대한 제거한 후 음식물 전용수거용기(대형감량기, rfid종량기 등) 또는 음식물 종량제봉투",", 종이, 호일, 빨대, 일회용스푼, 플라스틱, 고무장갑, 쇠붙이, 숟가락, 젓가락, 유리조각, 금속류, 돌, 끈, 의류, 비닐류 등 ※ 음식물류 폐기물에 넣어서는 안 되는 물질을 음식물류 폐기물로 배출시 기계설비의 고장을 일으키거나 자원 재활용이 불가함 음식물류 폐기물 배출요령 ○ 흙 등 이물질과 물기 등 수분을 최대한 제거한 후 음식물 전용수거용기(대형감량기, RFID종량기 등) 또는 음식물 종량제봉투에 배출 ○ 소금 성분이 많은 김치·된장·고추장 등은 물에 헹구어 배출 ○ 통무, 통배추, 통호박 등 부피가 큰 채소 및 대파껍질의 경우 잘게 자른 후 배출(부피가 크거나 길이가 긴 상태로 배출시 기계설비 고장 발생) 목록 패스워드팝업 글 작성시",Rejected,"(可堆肥|可降解|生分解|塑料|塑膠|プラスチック|생분해|플라스틱|비닐).{0,100}(不(?:可|能|得)|不能|不可|請勿|不要|禁止|一般ごみ|燃えるごみ|종량제|일반쓰레기|배출불가)","비닐류, 고추씨(캡사이신 함유) 등은 일반쓰레기로 배출해야 한다. 대파, 미나리 등의 뿌리, 옥수수 껍질, 마늘대 등은 처리시설 기계 부품에 엉킴 현상을 일으킬 우려가 있어 일반쓰레기"
[152],United Kingdom - Westminster - added municipal/authority operational source,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,food waste liners,"food waste, for example cotton t-shirts, food tupperware, or food packaging How to use your kitchen bin We currently provide residents with food waste liners for free. Each roll contains 52 liners, and we recommend only filling them up as much as possible before taking them securely tied to the",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","do not put these in your food bins: packaging of any kind, including compostable"
