citation_id,source_label,indicator,assigned_category,matched_regex_or_rule,matched_text,evidence_excerpt,coding_basis
[151],South Korea - Seoul - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,seoul,South Korea - Seoul - added municipal/authority operational source | null 상세 | | 씽글벙글 서울(서울 1인가구 포털) | https://1in.seoul.go.kr/front/board/boardContentsView.d,metadata_regex + fallback_from_source_label
[151],South Korea - Seoul - added municipal/authority operational source,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,퇴비,"통일해 분리배출 표준안을 마련했다. 표준안에는 시설별 처리가 어려운 품목에 대한 사전 조사 결과를 반영했다. 먼저, 동물 뼈, 패각류 껍데기, 채소 뿌리와 대(마늘대, 고춧대 등) 등 재활용 공정상 설비 고장의 원인이 될 수 있는 것들과 최종 재활용제품(퇴비, 사료) 품질에 영향을 미칠 수 있는 비닐류, 고추씨(캡사이신 함유) 등은 일반쓰레기로 배출해야 한다. 대파, 미나리 등의 뿌리, 옥수수 껍질, 마늘대 등은 처리시설 기계 부품에 엉킴 현상을 일으킬 우려가 있어 일반쓰레기 로 배출해야 한다. 파",regex_include_exclude
[151],South Korea - Seoul - added municipal/authority operational source,Acceptance,Rejected,"(可堆肥|可降解|生分解|塑料|塑膠|プラスチック|생분해|플라스틱|비닐).{0,100}(不(?:可|能|得)|不能|不可|請勿|不要|禁止|一般ごみ|燃えるごみ|종량제|일반쓰레기|배출불가)","비닐류, 고추씨(캡사이신 함유) 등은 일반쓰레기로 배출해야 한다. 대파, 미나리 등의 뿌리, 옥수수 껍질, 마늘대 등은 처리시설 기계 부품에 엉킴 현상을 일으킬 우려가 있어 일반쓰레기","에는 시설별 처리가 어려운 품목에 대한 사전 조사 결과를 반영했다. 먼저, 동물 뼈, 패각류 껍데기, 채소 뿌리와 대(마늘대, 고춧대 등) 등 재활용 공정상 설비 고장의 원인이 될 수 있는 것들과 최종 재활용제품(퇴비, 사료) 품질에 영향을 미칠 수 있는 비닐류, 고추씨(캡사이신 함유) 등은 일반쓰레기로 배출해야 한다. 대파, 미나리 등의 뿌리, 옥수수 껍질, 마늘대 등은 처리시설 기계 부품에 엉킴 현상을 일으킬 우려가 있어 일반쓰레기 로 배출해야 한다. 파인애플 껍데기, 복숭아·감의 씨, 조개 같은 패류 껍데기, 육류 뼈 등 딱딱한 물질은 처리시설에서 분쇄할 때 설비 고장을 일으킬 수 있어 일반쓰레기 로 배출해야 한다. 고추씨 는 퇴비화할 경우 비료 내 캡사이신 기준에 대한",regex_include_exclude
[151],South Korea - Seoul - added municipal/authority operational source,Certification and Approval Basis,Government/programme approval,(専用袋|指定袋|市が回収|전용봉투|종량제봉투|专用袋|專用袋|orange\s+bag|oranžin\w*\s+maišel\w*),종량제봉투,"류 폐기물에 넣어서는 안 되는 물질을 음식물류 폐기물로 배출시 기계설비의 고장을 일으키거나 자원 재활용이 불가함 음식물류 폐기물 배출요령 ○ 흙 등 이물질과 물기 등 수분을 최대한 제거한 후 음식물 전용수거용기(대형감량기, RFID종량기 등) 또는 음식물 종량제봉투에 배출 ○ 소금 성분이 많은 김치·된장·고추장 등은 물에 헹구어 배출 ○ 통무, 통배추, 통호박 등 부피가 큰 채소 및 대파껍질의 경우 잘게 자른 후 배출(부피가 크거나 길이가 긴 상태로 배출시 기계설비 고장 발생) 목록 패스워드팝업 글 작성시",regex_include_exclude
[151],South Korea - Seoul - added municipal/authority operational source,Rejection Rationale,Slow degradation / residence-time mismatch,"(rottezeit|zersetzungszeit|nicht\s+sicher\s+vollst[äa]ndig\s+biologisch\s+abgebaut|langer\s+dan\s+het\s+proces|proces\s+te\s+kort|te\s+langzaam\s+af|breekt\s+te\s+langzaam|langzaam\s+afbre|biohajoava.{0,80}hidas|hitaan\s+maatumis|ikke\s+brytes\s+ned|brytes\s+ikke\s+ned|inte\s+bryts\s+ner|för\s+långsamt|nedbrytning|분해|퇴비화할|可降解塑料袋.{0,80}降解的速度比厨余垃圾慢)",퇴비화할,"기계 부품에 엉킴 현상을 일으킬 우려가 있어 일반쓰레기 로 배출해야 한다. 파인애플 껍데기, 복숭아·감의 씨, 조개 같은 패류 껍데기, 육류 뼈 등 딱딱한 물질은 처리시설에서 분쇄할 때 설비 고장을 일으킬 수 있어 일반쓰레기 로 배출해야 한다. 고추씨 는 퇴비화할 경우 비료 내 캡사이신 기준에 대한 우려 때문에 음식물쓰레기로 배출하면 안 된다. 서울시는 25개 자치구에 음식물쓰레기 분리배출 기준 홍보 내용을 정비하고 조례를 개정하도록 권고하여 올해 안으로 서울시 전체에 공통된 기준을 적용한다는 계획이다.",regex_include_exclude
[152],United Kingdom - Westminster - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,United Kingdom - Westminster - added municipal/authority operational source | Using the food waste service | https://www.westminster.gov.uk/food-waste-recycling-expansion/using-food-wast,metadata_regex + fallback_from_source_label
[152],United Kingdom - Westminster - added municipal/authority operational source,Stated Organic-waste Treatment Route,AD/biogas only,\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|biokaas|biogaz|biogass|biogasanlegg|r[öo]tning|biog[öo]dsel|biog[øo]dning|digestate|厌氧|厭氧|沼气|沼氣)\b,anaerobic digestion,"with 100% recycled plastic. They enable us to collect food waste hygienically and keep the food waste bins clean. Our food waste is sent for anaerobic digestion processing. The liners are removed before treatment and sent to an energy-from-waste facility, where they are used as fuel to generate ele",regex_include_exclude
[152],United Kingdom - Westminster - added municipal/authority operational source,Acceptance,Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","do not put these in your food bins: packaging of any kind, including compostable","cheese, yoghurt, eggs, including eggshells tea bags and coffee grounds rice, pasta and beans bread and pastries fruits and vegetables Please do not put these in your food bins: packaging of any kind, including compostable packaging black plastic bags liquids, such as milk flowers or garden waste - please check to see if your property is part of our garden wa",regex_include_exclude
[152],United Kingdom - Westminster - added municipal/authority operational source,Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,compostable,"s rice, pasta and beans bread and pastries fruits and vegetables Please do not put these in your food bins: packaging of any kind, including compostable packaging black plastic bags liquids, such as milk flowers or garden waste - please check to see if your property is part of our garden wa",regex_include_exclude
[152],United Kingdom - Westminster - added municipal/authority operational source,Rejection Rationale,AD/biogas incompatibility,"\b(anaerobic\s+digestion|\bAD\b|biogas|digest(?:ion|er)|m[ée]thanisation|methani[sz]ation|verg[äa]rung|biokaas|bioverg[äa]rungsanlage|biogass|biogasanlegg|biogödsel|biogødning)\b.{0,240}\b(compostable|biodegradable|bag|liner|plastic|packaging|break\s+down|clog|screen|reject|incompatib|problem)",anaerobic digestion processing. the liner,"with 100% recycled plastic. They enable us to collect food waste hygienically and keep the food waste bins clean. Our food waste is sent for anaerobic digestion processing. The liners are removed before treatment and sent to an energy-from-waste facility, where they are used as fuel to generate electricity. Is there any",regex_include_exclude
[153],United Kingdom - Leeds - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,United Kingdom - Leeds - added municipal/authority operational source | Main navigation | https://www.leeds.gov.uk/bins-and-recycling/your-bins/food-waste-bin,metadata_regex + fallback_from_source_label
[153],United Kingdom - Leeds - added municipal/authority operational source,Stated Organic-waste Treatment Route,AD/biogas + composting,"\b(compost|composting|kompost|compostaggio|compostaje|compostagem|kompostering|kompostointi|kompostiranje|κομποστοποίηση|堆肥|퇴비)\b.{0,180}\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|r[öo]tning|digestate|biog[öo]dsel|biog[øo]dning)\b","composting (ivc) ivc is the best solution to turn combined food and garden waste in to compost. alternatives, like anaerobic digestion (ad","n used to make soil healthier for farming. You can find out more about this process online through Allium Energy . Alternatives to in-vessel composting (IVC) IVC is the best solution to turn combined food and garden waste in to compost. Alternatives, like Anaerobic Digestion (AD) are suited to processing food waste only. ID: 45279 Give feedback and let us know if this page was helpful Subscribe to our newsletters F",regex_include_exclude
[153],United Kingdom - Leeds - added municipal/authority operational source,Acceptance,Collection liners only,"\b(food[- ]?waste|bio[- ]?waste|organic\s*waste|kitchen\s*caddy)\b.{0,160}\b(compostable|biodegradable|paper)\s+(bag|liner|sack)s?","food waste, we will provide you with an initial roll of compostable liners","to the new kitchen caddy. When your caddy is full, empty it into your brown bin with any garden waste you may have. To help you recycle your food waste, we will provide you with an initial roll of compostable liners to line the food caddy. Once these have been used up, you can purchase some more from your local supermarket or online. Look for EN13432 c",regex_include_exclude_context_checked
[153],United Kingdom - Leeds - added municipal/authority operational source,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\b(en|din\s*en|uni\s*en|bs\s*en|nf\s*en)?\s*13432\b,en13432,"able liners to line the food caddy. Once these have been used up, you can purchase some more from your local supermarket or online. Look for EN13432 certified compostable liners suitable for a 7 litre caddy. To avoid contamination, bags or liners that are not EN13432 certified should no",regex_include_exclude
[153],United Kingdom - Leeds - added municipal/authority operational source,Rejection Rationale,No compatible organic-treatment route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b",without the need for a fourth bin. this will begin with the organic waste collection trial in the wetherby area. this area has been selected for the trial because it is closest to the facility,"ling rules. We are exploring how we can make this happen whilst allowing residents to keep using their existing green, brown and black bins, without the need for a fourth bin. This will begin with the organic waste collection trial in the Wetherby area. This area has been selected for the trial because it is closest to the facility where the mixed food and garden waste will be tipped. The streets on the trial are based on the existing garden waste collection days and",regex_include_exclude
[154],Netherlands - The Hague - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,Netherlands - The Hague - added municipal/authority operational source | Separating waste: organic waste (GFT) | https://www.denhaag.nl/en/waste-and-recycling/separating-waste-and-r,metadata_regex + fallback_from_source_label
[154],Netherlands - The Hague - added municipal/authority operational source,Stated Organic-waste Treatment Route,AD/biogas + composting,"\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|r[öo]tning|digestate|biog[öo]dsel|biog[øo]dning)\b.{0,180}\b(compost|composting|kompost|compostaggio|compostaje|compostagem|kompostering|kompostointi|kompostiranje|κομποστοποίηση|堆肥|퇴비)",biogas and compost,"food and garden waste (GFT in Dutch). Read in which neighbourhoods organic waste is being collected. Your organic waste will be turned into biogas and compost for farming and gardening. By separating your organic waste from other waste, you are working towards a better environment. Organic waste",regex_include_exclude
[154],Netherlands - The Hague - added municipal/authority operational source,Acceptance,Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)",not allowed in the gft bucket or container ash from ashtrays and the fireplace biodegradable,"unds Small garden and plant waste: leaves cut grass house plants garden clippings weeds cut flowers Other: manure from small pets with straw Not allowed in the GFT bucket or container ash from ashtrays and the fireplace biodegradable plastic (takes too long before it turns into compost) frying oil dog and cat hairs wood large garden waste, such as branches, Christmas tr",regex_include_exclude
[154],Netherlands - The Hague - added municipal/authority operational source,Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,biodegradable,"gs weeds cut flowers Other: manure from small pets with straw Not allowed in the GFT bucket or container ash from ashtrays and the fireplace biodegradable plastic (takes too long before it turns into compost) frying oil dog and cat hairs wood large garden waste, such as branches, Christmas tr",regex_include_exclude
[154],Netherlands - The Hague - added municipal/authority operational source,Rejection Rationale,Compost/digestate quality or contamination concern,\b(compost\s+quality|digestate\s+quality|microplastic|microplastics|contamination|contaminant|foreign\s+matter|residue|pollutant|clean\s+compost|soil|agricultural\s+use|quality\s+standard|fertiliser|fertilizer|impurity|physical\s+contamination|quality\s+control|nutrient|nutritional\s+value|soil\s+amendment)\b,soil,st yourself from organic waste. This way you help to reduce the amount of waste. And you change your organic waste into a rich humus for the soil in your garden or flower boxes. You can make compost in a compost bin which you can buy at a home improvement store or garden centre. You,regex_include_exclude
[155],Netherlands - Maastricht - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,Netherlands - Maastricht - added municipal/authority operational source | Hoofdnavigatie Engels | https://www.gemeentemaastricht.nl/en/vegetable-fruit-garden-and-food-waste,metadata_regex + fallback_from_source_label
[155],Netherlands - Maastricht - added municipal/authority operational source,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,composting,th a seedling logo or OK-compost logo. What happens to the waste from my gft+e container? We take the gft+e waste from your container to the composting facility at Maastricht Beatrixhaven. It is turned into compost and sent to local farmers or potting soil manufacturers. The potting soil m,regex_include_exclude
[155],Netherlands - Maastricht - added municipal/authority operational source,Acceptance,Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",can use a biodegradable liner,"contrary to popular belief). Biodegradable plastic does not compost fast enough to make compost, and contaminates the recycling process. You can use a biodegradable liner to keep your gft+e container clean. Please note: only use bags with a seedling logo or OK-compost logo. What happens to the waste from my",regex_include_exclude_context_checked
[155],Netherlands - Maastricht - added municipal/authority operational source,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\bok\s*compost(?!\s*home)\b,ok compost,ain first. Wrap meat and fish leftovers in newspaper. This will keep flies away. Use a biodegradable bag (only those with a seedling logo or OK compost logo) . This ensures it can be properly composted at the facility. Are you bothered by smells? An occasional handful of sawdust can absorb,regex_include_exclude
[155],Netherlands - Maastricht - added municipal/authority operational source,Rejection Rationale,Compost/digestate quality or contamination concern,\b(compost\s+quality|digestate\s+quality|microplastic|microplastics|contamination|contaminant|foreign\s+matter|residue|pollutant|clean\s+compost|soil|agricultural\s+use|quality\s+standard|fertiliser|fertilizer|impurity|physical\s+contamination|quality\s+control|nutrient|nutritional\s+value|soil\s+amendment)\b,soil,"the green caddy or wheelie bin. We collect these gft+e-containers each week, free of charge and we turn your gft+e into compost for healthy soil. Here you can read tips about the gft+e container and gft+e waste. You can also request a gft+e container or report something on this page",regex_include_exclude
[156],Italy - Hera - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,Italy - Hera - added municipal/authority operational source | Menù di navigazione | https://www.gruppohera.it/-/raccolta-differenziata-dell-organico-una-risorsa-senza-lim,metadata_regex + fallback_from_source_label
[156],Italy - Hera - added municipal/authority operational source,Stated Organic-waste Treatment Route,Treatment route not stated,,,,fallback_default
[156],Italy - Hera - added municipal/authority operational source,Acceptance,Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)",ei rifiuti che produciamo ogni giorno. dopo il successo della campagna su come conferire correttamente la plast,"rifiuto in una risorsa dalle opportunità illimitate. Protagonista della nuova campagna è la frazione organica, che rappresenta circa il 10% dei rifiuti che produciamo ogni giorno. Dopo il successo della campagna su come conferire correttamente la plastica, Hera si dedica agli scarti alimentari per comunicare che differenziare le varie tipologie di rifiuti è semplice e contribuisce ad accr",regex_include_exclude
[156],Italy - Hera - added municipal/authority operational source,Certification and Approval Basis,No named standard/approval stated,,,,fallback_default
[156],Italy - Hera - added municipal/authority operational source,Rejection Rationale,AD/biogas incompatibility,"\b(anaerobic\s+digestion|\bAD\b|biogas|digest(?:ion|er)|m[ée]thanisation|methani[sz]ation|verg[äa]rung|biokaas|bioverg[äa]rungsanlage|biogass|biogasanlegg|biogödsel|biogødning)\b.{0,240}\b(compostable|biodegradable|bag|liner|plastic|packaging|break\s+down|clog|screen|reject|incompatib|problem)","ad aprile 2025 nell'area metropolitana di bologna, che intende sensibilizzare i cittadini sull'importanza di fare una raccolta plastic","xpando__keyword__custom_fields__SMARTSEARCH_KB=[false]} 12/05/2025 Trova l’intruso nella plastica È questo il titolo della campagna iniziata ad aprile 2025 nell’Area Metropolitana di Bologna, che intende sensibilizzare i cittadini sull'importanza di fare una raccolta plastica di qualità. Dopo aver effettuato una specifica formazione agli operatori delle stazioni ecologiche, la campagna ha previsto: Una cartello",regex_include_exclude
[157],Greece - Chania-DEDISA - added municipal/authority operational source,Source Authority,"State, provincial, regional, or canton rule",,,Greece - Chania-DEDISA - added municipal/authority operational source | Food waste separate collection - Chania Prefecture Biowaste | https://www.chania.gr/wp-content/uploads/2020/12/55/43694/8pages_16x16_dedisa_en_corrected.pdf,source_label_priority
[157],Greece - Chania-DEDISA - added municipal/authority operational source,Stated Organic-waste Treatment Route,Treatment route not stated,\b(brown\s*bin|green\s*cart|organic\s*waste\s*collection|food\s*waste\s*collection|food\s*scraps?\s*(?:bin|collection)|bio[- ]?waste\s*collection|biowaste\s*collection|FOGO|GFT|biotonne|bioabfall|contenedor\s+marr[oó]n|contentor\s+castanho|bac\s+brun|rifiut[io]\s+organic[io]|umido|maisto\s+atliek|bioj[äa]te|madaffald|matavfall|bioodpad|pojemnik\s+bio|kitchen\s*waste\s*collection)\b,brown bin,"tions in Chanea Municipality (excluding RECODE implementation area)"" with MIS code 5052164. --- Page 5 --- 02. What food can you put in the brown bin? Yes please! Raw and cooked food leftovers such as: - fruit and vegetables - meat and fish (including bones)* - bread, cakes and pastries -",regex_include_exclude
[157],Greece - Chania-DEDISA - added municipal/authority operational source,Acceptance,Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",use? - food waste caddy ~ 5-10 lt or/and paper bags such as grocery paper bags (for households) - kitchen pedal bin ~ 30-60 lt biodegradable or paper bags,"and help to change the way we manage our ""organic"" waste! Let's start! --- Page 4 --- 01. How to separate your food waste? What bin or bag can you use? - Food Waste Caddy ~ 5-10 LT or/and paper bags such as grocery paper bags (for households) - Kitchen Pedal Bin ~ 30-60 LT Biodegradable or paper bags can be used along (for hotels, restaurants, etc.) How to collect food waste? Place your leftover food in the paper bag/food wast",regex_include_exclude_context_checked
[157],Greece - Chania-DEDISA - added municipal/authority operational source,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\bseedling\b|\bkeimling\b|\bkiemplant(?:logo)?\b,seedling,ct your municipality to find out which are the collection areas of the Food Waste Program. DEDISA --- Page 2 --- [Image page: child planting seedling. Municipality of Chania - Crete logo.] --- Page 3 --- We are starting to collect separately food waste... be apart of it! Apart from th,regex_include_exclude
[157],Greece - Chania-DEDISA - added municipal/authority operational source,Rejection Rationale,No compatible organic-treatment route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b",not be disposed of in this bin. for a successful food waste separate collection,"order to produce compost. This brochure provides instructions on the type of materials that the BROWN bin accepts and the materials that should not be disposed of in this bin. For a successful food waste separate collection programme, close cooperation with citizens and professionals is essential. Join us - Accept the challenge / invitation, get informed",regex_include_exclude
[158],Greece - Arta - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,Greece - Arta - added municipal/authority operational source | ΚΑΦΕ ΚΑΔΟΣ | https://kafekadoi.gr/ti-einai-o-kafe-kados/,metadata_regex + fallback_from_source_label
[158],Greece - Arta - added municipal/authority operational source,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,κομπόστ,"αφέ κάδου συνήθως υποβάλλεται σε επεξεργασία μέσω της κομποστοποίησης ή άλλων μεθόδων διαχείρισης οργανικών αποβλήτων, με στόχο την παραγωγή κομπόστ ή εδαφοβελτιωτικού, το οποίο μπορεί να χρησιμοποιηθεί για τη βελτίωση της ποιότητας του εδάφους στη γεωργία ή τον κήπο. Οι καφέ κάδοι συνή",regex_include_exclude
[158],Greece - Arta - added municipal/authority operational source,Acceptance,Collection liners only,"(?:βιοαποδομήσιμες|κομποστοποιήσιμες).{0,80}σακούλες.{0,120}(?:καφέ\s+κάδ|υπολείμματα\s+τροφ|τροφών)",βιοαποδομήσιμες/ κομποστοποιήσιμες σακούλες (οι οποίες πληρούν τις απαιτήσεις του προτύπου en 13432) τι δεν βάζουμε στους καφέ κάδ,"ινα φακελάκια) Προϊόντα στερεών τροφίμων που έχουν λήξει ( χωρίς τη συσκευασία) *Πρέπει να διασφαλιστεί ότι χρησιμοποιούνται μόνο κατάλληλες βιοαποδομήσιμες/ κομποστοποιήσιμες σακούλες (οι οποίες πληρούν τις απαιτήσεις του προτύπου EN 13432) Τι δεν βάζουμε στους Καφέ Κάδους; Υγρά απόβλητα τροφίμων (γάλα, χυμός, ποτά) Κάψουλες καφέ πλαστικές/ αλουμινίου Σερβιέτες, πάνες Σακούλες ηλεκτρικής σκούπας Αποτσίγαρα",regex_include_exclude_context_checked
[158],Greece - Arta - added municipal/authority operational source,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\b(en|din\s*en|uni\s*en|bs\s*en|nf\s*en)?\s*13432\b,en 13432,"διασφαλιστεί ότι χρησιμοποιούνται μόνο κατάλληλες βιοαποδομήσιμες/ κομποστοποιήσιμες σακούλες (οι οποίες πληρούν τις απαιτήσεις του προτύπου EN 13432) Τι δεν βάζουμε στους Καφέ Κάδους; Υγρά απόβλητα τροφίμων (γάλα, χυμός, ποτά) Κάψουλες καφέ πλαστικές/ αλουμινίου Σερβιέτες, πάνες Σακούλε",regex_include_exclude
[158],Greece - Arta - added municipal/authority operational source,Rejection Rationale,Reason not explicitly stated,,,,fallback_default
